Person.id|Person.id|creationDate
933|2199023256437|2010-04-08T04:18:41.298+0000
933|15393162790400|2011-04-02T21:17:40.919+0000
933|24189255814068|2011-11-16T09:47:46.750+0000
1129|1242|2010-02-08T14:54:04.061+0000
1129|2199023256437|2010-04-27T21:12:17.534+0000
1129|6597069769310|2010-08-06T10:22:06.511+0000
1129|15393162789093|2011-04-29T06:53:11.356+0000
1129|24189255813517|2011-12-31T06:50:51.286+0000
1129|24189255814068|2011-11-20T23:09:47.899+0000
1129|32985348834375|2012-08-22T17:51:13.732+0000
2199023256684|4398046513018|2010-05-25T23:17:49.652+0000
2199023256684|19791209303491|2011-09-05T03:08:19.496+0000
2199023256684|32985348834375|2012-08-19T07:54:39.166+0000
4398046512167|13194139535543|2011-02-03T23:19:54.333+0000
4398046512167|15393162789604|2011-04-23T03:48:41.084+0000
4398046512167|17592186045085|2011-06-18T16:16:06.948+0000
4398046512167|17592186046507|2011-06-26T21:59:26.813+0000
4398046512167|19791209303491|2011-08-20T07:51:26.755+0000
4398046512167|21990232557814|2011-11-30T15:19:48.846+0000
4398046512167|24189255812580|2011-12-14T02:18:11.954+0000
4398046512167|26388279070362|2012-02-14T19:24:48.856+0000
4398046512167|28587302322548|2012-05-16T13:20:41.552+0000
4398046512167|30786325578585|2012-07-14T18:26:16.997+0000
4398046512167|32985348834937|2012-08-26T23:29:42.121+0000
4398046512167|32985348835870|2012-08-16T09:59:00.930+0000
6597069767117|6597069768549|2010-08-12T05:27:07.825+0000
6597069767117|10995116278291|2010-11-08T01:38:35.462+0000
6597069767117|13194139534520|2011-02-04T22:16:08.002+0000
6597069767117|15393162790275|2011-04-29T10:12:00.596+0000
6597069767117|26388279067534|2012-01-26T00:53:47.321+0000
6597069767117|28587302322537|2012-04-13T07:10:39.759+0000
6597069767117|32985348835923|2012-08-23T10:26:04.311+0000
6597069770517|19791209303491|2011-08-18T11:46:44.219+0000
6597069770517|21990232556220|2011-09-15T14:57:17.313+0000
6597069770517|24189255814450|2012-01-04T06:53:07.784+0000
6597069770517|26388279068275|2012-03-11T11:48:26.779+0000
8796093025056|8796093025074|2010-11-22T00:30:45.653+0000
8796093025056|8796093025406|2010-11-06T12:48:41.419+0000
8796093025056|10995116278973|2010-11-22T08:11:49.866+0000
8796093025056|13194139536497|2011-02-15T11:19:11.457+0000
8796093025056|17592186045261|2011-06-10T13:23:32.459+0000
8796093025056|17592186045693|2011-06-28T15:56:19.276+0000
8796093025056|17592186047159|2011-05-27T16:29:26.405+0000
8796093025056|17592186048248|2011-07-08T00:41:37.391+0000
8796093025056|21990232555834|2011-10-30T08:32:40.301+0000
8796093025056|21990232557330|2011-09-13T05:38:43.093+0000
8796093025056|26388279068053|2012-01-30T06:39:57.059+0000
8796093025056|28587302324670|2012-04-12T07:58:59.782+0000
8796093025056|28587302326035|2012-04-19T21:42:11.841+0000
8796093025056|30786325577859|2012-06-25T21:55:03.472+0000
8796093025056|30786325578755|2012-06-30T23:58:50.811+0000
8796093025056|32985348833979|2012-09-11T00:26:07.770+0000
8796093025056|32985348836606|2012-08-26T01:39:04.560+0000
8796093025593|19791209303491|2011-08-21T04:43:59.843+0000
10995116278700|17592186046293|2011-07-12T11:12:48.559+0000
10995116278700|26388279068863|2012-03-12T15:58:36.159+0000
10995116279792|15393162790347|2011-05-03T21:20:54.788+0000
10995116279792|15393162792181|2011-03-23T09:33:44.283+0000
10995116279952|24189255813121|2011-11-29T11:41:30.446+0000
10995116279952|26388279067534|2012-02-05T10:11:57.048+0000
10995116280047|13194139533574|2011-02-27T22:11:21.731+0000
10995116280047|15393162791322|2011-04-11T00:28:15.149+0000
10995116280047|19791209301664|2011-08-31T18:28:03.310+0000
10995116280047|28587302322537|2012-04-03T12:02:31.330+0000
10995116280047|28587302326035|2012-04-26T07:37:30.938+0000
10995116280047|32985348835374|2012-07-12T19:38:58.787+0000
10995116280047|32985348835870|2012-08-19T08:12:30.159+0000
13194139536109|17592186044425|2011-07-08T23:41:57.087+0000
13194139536109|19791209303491|2011-08-15T04:39:24.195+0000
13194139536109|32985348834375|2012-08-14T21:06:25.873+0000
15393162791382|15393162791608|2011-04-26T19:37:56.052+0000
15393162791382|15393162791946|2011-05-22T10:16:19.882+0000
15393162791382|15393162792240|2011-05-04T21:25:35.474+0000
15393162791382|17592186044691|2011-06-08T18:56:55.817+0000
15393162791382|17592186044737|2011-05-14T20:58:43.220+0000
15393162791382|17592186044857|2011-07-15T14:44:51.490+0000
15393162791382|17592186044991|2011-06-15T21:40:02.459+0000
15393162791382|17592186046524|2011-06-13T04:52:37.740+0000
15393162791382|17592186047473|2011-07-02T20:53:03.659+0000
15393162791382|17592186047563|2011-06-14T04:50:09.950+0000
15393162791382|17592186047971|2011-06-24T19:37:45.984+0000
15393162791382|17592186048021|2011-05-28T00:29:33.467+0000
15393162791382|17592186048261|2011-07-09T12:38:52.825+0000
15393162791382|19791209300147|2011-09-16T06:21:28.036+0000
15393162791382|19791209300851|2011-07-26T11:33:52.437+0000
15393162791382|19791209301132|2011-09-04T02:40:13.629+0000
15393162791382|19791209301138|2011-07-29T12:56:40.632+0000
15393162791382|19791209302403|2011-08-13T20:26:56.743+0000
15393162791382|19791209302425|2011-09-12T19:30:12.490+0000
15393162791382|19791209302532|2011-09-28T11:09:06.979+0000
15393162791382|19791209302909|2011-08-02T15:41:28.719+0000
15393162791382|19791209302941|2011-08-17T18:08:01.616+0000
15393162791382|19791209302965|2011-09-05T22:23:41.084+0000
15393162791382|19791209303133|2011-08-02T22:21:50.852+0000
15393162791382|19791209303477|2011-08-11T21:53:24.240+0000
15393162791382|21990232556482|2011-09-11T17:00:37.124+0000
15393162791382|21990232557079|2011-10-14T06:48:07.637+0000
15393162791382|21990232558703|2011-11-19T07:05:07.001+0000
15393162791382|26388279067637|2012-03-22T19:50:13.706+0000
15393162791382|26388279067734|2012-03-04T06:28:09.673+0000
15393162791382|26388279067952|2012-03-17T21:22:02.128+0000
15393162791382|26388279068324|2012-01-27T05:50:37.308+0000
15393162791382|26388279068331|2012-02-22T13:56:51.577+0000
15393162791382|26388279068495|2012-03-03T04:24:55.670+0000
15393162791382|26388279068724|2012-02-09T17:02:37.547+0000
15393162791382|26388279068852|2012-02-03T23:06:12.956+0000
15393162791382|26388279069695|2012-03-07T08:43:13.039+0000
15393162791382|26388279069892|2012-02-19T08:38:01.080+0000
15393162791382|26388279069978|2012-02-26T22:53:24.814+0000
15393162791382|26388279070070|2012-03-03T14:42:50.708+0000
15393162791382|28587302323020|2012-04-27T07:19:53.744+0000
15393162791382|28587302323577|2012-03-25T05:13:44.319+0000
15393162791382|28587302324954|2012-04-18T21:32:35.156+0000
15393162791382|30786325578057|2012-06-19T23:52:07.781+0000
15393162791382|30786325581118|2012-06-18T03:12:18.289+0000
15393162791382|30786325581206|2012-06-29T02:17:29.758+0000
15393162791382|32985348833329|2012-08-11T04:29:08.246+0000
15393162791382|32985348833702|2012-08-16T09:24:26.925+0000
15393162791382|32985348834536|2012-09-08T20:02:18.024+0000
15393162791382|32985348835899|2012-07-31T17:07:02.803+0000
15393162791382|32985348836352|2012-08-19T13:49:08.839+0000
15393162791382|32985348836980|2012-09-12T09:37:10.986+0000
15393162791382|32985348836981|2012-08-03T19:55:35.352+0000
17592186045684|19791209302403|2011-08-07T15:19:31.218+0000
17592186045684|26388279068863|2012-03-14T09:27:58.695+0000
17592186048163|21990232558653|2011-11-07T13:26:00.539+0000
17592186048163|21990232558990|2011-10-20T21:55:13.545+0000
17592186048163|24189255811663|2011-12-27T13:41:06.699+0000
17592186048163|26388279070207|2012-02-15T17:31:31.417+0000
17592186048163|32985348835207|2012-09-06T17:57:31.719+0000
19791209301794|21990232556903|2011-11-23T23:41:03.539+0000
19791209301794|21990232558432|2011-10-14T23:11:32.525+0000
19791209301794|21990232559344|2011-10-08T02:56:13.959+0000
19791209301794|26388279066664|2012-02-06T00:03:52.167+0000
19791209301794|26388279067479|2012-03-16T12:07:52.830+0000
19791209301794|26388279067534|2012-01-27T11:38:19.043+0000
19791209301794|30786325578329|2012-07-09T10:15:24.846+0000
19791209301794|30786325578585|2012-07-07T21:59:18.283+0000
19791209301794|32985348835199|2012-08-03T10:38:55.294+0000
19791209301794|32985348835269|2012-08-30T19:13:42.818+0000
19791209301794|32985348836496|2012-09-07T11:09:09.310+0000
19791209301794|32985348836696|2012-08-06T06:16:50.683+0000
21990232556027|21990232558836|2011-10-30T13:53:52.685+0000
21990232556027|26388279067534|2012-01-14T03:58:57.981+0000
21990232556027|26388279068863|2012-04-04T15:08:45.457+0000
21990232556585|21990232557493|2011-11-10T03:11:01.263+0000
21990232556585|21990232559206|2011-11-14T17:18:35.976+0000
21990232556585|24189255813332|2012-01-07T12:47:06.312+0000
21990232556585|26388279067635|2012-02-18T09:25:24.829+0000
21990232556585|28587302323591|2012-05-19T03:03:27.106+0000
21990232556585|28587302324213|2012-05-03T14:29:09.720+0000
21990232556585|30786325578932|2012-06-12T01:37:52.134+0000
21990232556585|30786325579648|2012-06-27T13:55:07.541+0000
21990232556585|30786325580379|2012-06-09T01:21:39.084+0000
21990232556585|30786325580412|2012-05-23T11:43:48.671+0000
21990232556585|32985348833438|2012-08-14T22:37:13.249+0000
21990232556585|32985348834937|2012-09-07T17:24:24.042+0000
21990232556585|32985348836884|2012-07-24T06:31:06.057+0000
21990232558653|21990232558726|2011-11-09T22:31:03.062+0000
21990232558653|21990232558849|2011-10-27T07:57:45.388+0000
21990232558653|21990232558871|2011-11-04T16:08:54.842+0000
21990232558653|24189255811663|2011-12-13T12:31:51.008+0000
21990232558653|24189255812657|2011-12-31T15:14:04.955+0000
21990232558653|24189255813447|2011-12-29T21:14:51.166+0000
21990232558653|24189255814524|2011-11-30T08:31:55.441+0000
21990232558653|24189255814674|2011-12-16T05:12:40.829+0000
21990232558653|24189255814728|2011-11-26T08:30:34.768+0000
21990232558653|24189255814901|2011-12-12T10:31:55.778+0000
21990232558653|26388279067039|2012-02-05T02:26:05.334+0000
21990232558653|26388279067871|2012-02-11T22:29:41.380+0000
21990232558653|26388279068903|2012-03-26T23:01:17.330+0000
21990232558653|26388279069203|2012-02-13T21:03:49.075+0000
21990232558653|26388279069574|2012-02-14T18:55:39.609+0000
21990232558653|26388279069828|2012-02-09T15:02:27.053+0000
21990232558653|26388279070275|2012-02-08T07:39:02.155+0000
21990232558653|28587302322565|2012-04-29T08:42:07.293+0000
21990232558653|28587302324102|2012-04-22T22:13:20.685+0000
21990232558653|28587302324107|2012-04-09T22:29:01.245+0000
21990232558653|28587302324596|2012-04-18T12:14:29.351+0000
21990232558653|28587302325030|2012-04-07T22:11:56.366+0000
21990232558653|28587302325465|2012-05-15T00:30:12.836+0000
21990232558653|28587302325867|2012-05-22T15:36:20.041+0000
21990232558653|30786325577859|2012-06-30T19:43:31.479+0000
21990232558653|30786325578737|2012-07-11T12:05:18.210+0000
21990232558653|30786325579189|2012-06-19T20:19:26.220+0000
21990232558653|30786325579492|2012-06-13T23:58:47.859+0000
21990232558653|30786325580104|2012-06-30T11:39:30.618+0000
21990232558653|30786325580343|2012-06-17T08:49:32.637+0000
21990232558653|30786325581011|2012-05-15T21:04:04.423+0000
21990232558653|30786325581345|2012-05-30T03:02:55.569+0000
21990232558653|30786325581490|2012-07-29T23:42:17.114+0000
21990232558653|32985348833887|2012-09-03T14:12:10.971+0000
21990232558653|32985348833995|2012-09-02T04:54:52.299+0000
21990232558653|32985348835199|2012-08-25T20:31:29.751+0000
21990232558653|32985348835447|2012-08-04T10:20:37.052+0000
21990232558653|32985348836239|2012-08-05T16:36:47.650+0000
21990232558653|32985348836292|2012-09-12T06:06:51.997+0000
